INPUT:image	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/meeting-1921.jpg	awe				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07abd46ff461a70ef6b4	0001cbf7b3--61af07abd46ff461a70ef6b4	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-voice-summer-night-1896.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07abd46ff461a70ef6b4	0001cbf7b3--61af07abd46ff461a70ef6b4	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/model-on-the-couch-1928.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07abd46ff461a70ef6b4	0001cbf7b3--61af07abd46ff461a70ef6b4	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/mother-and-daughter-1897.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07abd46ff461a70ef6b4	0001cbf7b3--61af07abd46ff461a70ef6b4	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/snow-falling-in-the-lane-1906.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b22ffa870b917af725	0001cbf7b3--61af07b22ffa870b917af725	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/street-in-asgardstrand-1902.jpg	anger				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b22ffa870b917af725	0001cbf7b3--61af07b22ffa870b917af725	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/melancholy-1892.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b22ffa870b917af725	0001cbf7b3--61af07b22ffa870b917af725	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/anxiety-1894.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b22ffa870b917af725	0001cbf7b3--61af07b22ffa870b917af725	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/children-in-the-street-1915.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b22ffa870b917af725	0001cbf7b3--61af07b22ffa870b917af725	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-ladies-on-the-bridge-1903.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b71ede177829930e25	0001cbf7b3--61af07b71ede177829930e25	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/meeting-1921.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b71ede177829930e25	0001cbf7b3--61af07b71ede177829930e25	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/mother-and-daughter-1897.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b71ede177829930e25	0001cbf7b3--61af07b71ede177829930e25	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-voice-summer-night-1896.jpg	awe				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b71ede177829930e25	0001cbf7b3--61af07b71ede177829930e25	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/model-on-the-couch-1928.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07b71ede177829930e25	0001cbf7b3--61af07b71ede177829930e25	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/model-in-front-of-the-verandah-1942.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba3639bb08eb9d75d1	0001cbf7b3--61af07ba3639bb08eb9d75d1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-murderer-in-the-lane-1919.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba3639bb08eb9d75d1	0001cbf7b3--61af07ba3639bb08eb9d75d1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/four-girls-in-arsgardstrand-1903.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba3639bb08eb9d75d1	0001cbf7b3--61af07ba3639bb08eb9d75d1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/young-woman-on-the-shore-1896.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba3639bb08eb9d75d1	0001cbf7b3--61af07ba3639bb08eb9d75d1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/red-virginia-creeper-1900.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba3639bb08eb9d75d1	0001cbf7b3--61af07ba3639bb08eb9d75d1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-voice-summer-night-1896.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba74501f072ed9d31c	0001cbf7b3--61af07ba74501f072ed9d31c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/model-on-the-couch-1928.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba74501f072ed9d31c	0001cbf7b3--61af07ba74501f072ed9d31c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-ladies-on-the-bridge-1903.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba74501f072ed9d31c	0001cbf7b3--61af07ba74501f072ed9d31c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/mother-and-daughter-1897.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba74501f072ed9d31c	0001cbf7b3--61af07ba74501f072ed9d31c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/meeting-1921.jpg	awe				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ba74501f072ed9d31c	0001cbf7b3--61af07ba74501f072ed9d31c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-ladies-on-the-bridge-1903.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bc48f666690422b58f	0001cbf7b3--61af07bc48f666690422b58f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-voice-summer-night-1896.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bc48f666690422b58f	0001cbf7b3--61af07bc48f666690422b58f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/mother-and-daughter-1897.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bc48f666690422b58f	0001cbf7b3--61af07bc48f666690422b58f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/model-on-the-couch-1928.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bc48f666690422b58f	0001cbf7b3--61af07bc48f666690422b58f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/meeting-1921.jpg	awe				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bc48f666690422b58f	0001cbf7b3--61af07bc48f666690422b58f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/red-virginia-creeper-1900.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07be0910fc6b97f0575f	0001cbf7b3--61af07be0910fc6b97f0575f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/young-woman-on-the-shore-1896.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07be0910fc6b97f0575f	0001cbf7b3--61af07be0910fc6b97f0575f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/four-girls-in-arsgardstrand-1903.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07be0910fc6b97f0575f	0001cbf7b3--61af07be0910fc6b97f0575f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-murderer-in-the-lane-1919.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07be0910fc6b97f0575f	0001cbf7b3--61af07be0910fc6b97f0575f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/model-in-front-of-the-verandah-1942.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07be0910fc6b97f0575f	0001cbf7b3--61af07be0910fc6b97f0575f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/at-the-coffee-table-1883.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bf127fe1158a556ff8	0001cbf7b3--61af07bf127fe1158a556ff8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-storm-1893.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bf127fe1158a556ff8	0001cbf7b3--61af07bf127fe1158a556ff8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/high-summer-ii-1915.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bf127fe1158a556ff8	0001cbf7b3--61af07bf127fe1158a556ff8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-murderess-1906.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bf127fe1158a556ff8	0001cbf7b3--61af07bf127fe1158a556ff8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/dance-of-life-1900.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07bf127fe1158a556ff8	0001cbf7b3--61af07bf127fe1158a556ff8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/red-virginia-creeper-1900.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c2ad9d9c12b4806337	0001cbf7b3--61af07c2ad9d9c12b4806337	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/young-woman-on-the-shore-1896.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c2ad9d9c12b4806337	0001cbf7b3--61af07c2ad9d9c12b4806337	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/four-girls-in-arsgardstrand-1903.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c2ad9d9c12b4806337	0001cbf7b3--61af07c2ad9d9c12b4806337	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/model-in-front-of-the-verandah-1942.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c2ad9d9c12b4806337	0001cbf7b3--61af07c2ad9d9c12b4806337	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-murderer-in-the-lane-1919.jpg	anger				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c2ad9d9c12b4806337	0001cbf7b3--61af07c2ad9d9c12b4806337	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/four-girls-in-arsgardstrand-1903.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c72ffa870b917af7ac	0001cbf7b3--61af07c72ffa870b917af7ac	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-murderer-in-the-lane-1919.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c72ffa870b917af7ac	0001cbf7b3--61af07c72ffa870b917af7ac	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/red-virginia-creeper-1900.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c72ffa870b917af7ac	0001cbf7b3--61af07c72ffa870b917af7ac	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/young-woman-on-the-shore-1896.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c72ffa870b917af7ac	0001cbf7b3--61af07c72ffa870b917af7ac	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/model-in-front-of-the-verandah-1942.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07c72ffa870b917af7ac	0001cbf7b3--61af07c72ffa870b917af7ac	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/dance-of-life-1900.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07cb56ee9447b650bc17	0001cbf7b3--61af07cb56ee9447b650bc17	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-murderess-1906.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07cb56ee9447b650bc17	0001cbf7b3--61af07cb56ee9447b650bc17	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/high-summer-ii-1915.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07cb56ee9447b650bc17	0001cbf7b3--61af07cb56ee9447b650bc17	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-storm-1893.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07cb56ee9447b650bc17	0001cbf7b3--61af07cb56ee9447b650bc17	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/at-the-coffee-table-1883.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07cb56ee9447b650bc17	0001cbf7b3--61af07cb56ee9447b650bc17	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/at-the-coffee-table-1883.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ce7dabad4c42587b92	0001cbf7b3--61af07ce7dabad4c42587b92	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-storm-1893.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ce7dabad4c42587b92	0001cbf7b3--61af07ce7dabad4c42587b92	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/dance-of-life-1900.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ce7dabad4c42587b92	0001cbf7b3--61af07ce7dabad4c42587b92	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-murderess-1906.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ce7dabad4c42587b92	0001cbf7b3--61af07ce7dabad4c42587b92	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/high-summer-ii-1915.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07ce7dabad4c42587b92	0001cbf7b3--61af07ce7dabad4c42587b92	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/dance-of-life-1900.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d00293c2571669358f	0001cbf7b3--61af07d00293c2571669358f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/high-summer-ii-1915.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d00293c2571669358f	0001cbf7b3--61af07d00293c2571669358f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-storm-1893.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d00293c2571669358f	0001cbf7b3--61af07d00293c2571669358f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/at-the-coffee-table-1883.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d00293c2571669358f	0001cbf7b3--61af07d00293c2571669358f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-murderess-1906.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d00293c2571669358f	0001cbf7b3--61af07d00293c2571669358f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/eye-in-eye-1894.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d057d4c91098ad8131	0001cbf7b3--61af07d057d4c91098ad8131	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/jurisprudence-1887.jpg	awe				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d057d4c91098ad8131	0001cbf7b3--61af07d057d4c91098ad8131	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/separation-1894.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d057d4c91098ad8131	0001cbf7b3--61af07d057d4c91098ad8131	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/death-in-the-sickroom-1893.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d057d4c91098ad8131	0001cbf7b3--61af07d057d4c91098ad8131	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/from-thuringewald-1905.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d057d4c91098ad8131	0001cbf7b3--61af07d057d4c91098ad8131	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/self-portrait-in-the-garden-ekely-1942.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d157d4c91098ad813c	0001cbf7b3--61af07d157d4c91098ad813c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-scream-1893-1.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d157d4c91098ad813c	0001cbf7b3--61af07d157d4c91098ad813c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/night-1890.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d157d4c91098ad813c	0001cbf7b3--61af07d157d4c91098ad813c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/spring-plowing-1916.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d157d4c91098ad813c	0001cbf7b3--61af07d157d4c91098ad813c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-day-after-1895.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d157d4c91098ad813c	0001cbf7b3--61af07d157d4c91098ad813c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-murderess-1906.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d26b8dbc6f8ec666e7	0001cbf7b3--61af07d26b8dbc6f8ec666e7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/at-the-coffee-table-1883.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d26b8dbc6f8ec666e7	0001cbf7b3--61af07d26b8dbc6f8ec666e7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/dance-of-life-1900.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d26b8dbc6f8ec666e7	0001cbf7b3--61af07d26b8dbc6f8ec666e7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/high-summer-ii-1915.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d26b8dbc6f8ec666e7	0001cbf7b3--61af07d26b8dbc6f8ec666e7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-storm-1893.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07d26b8dbc6f8ec666e7	0001cbf7b3--61af07d26b8dbc6f8ec666e7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-scream-1893-1.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07daad9d9c12b480642b	0001cbf7b3--61af07daad9d9c12b480642b	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/self-portrait-in-the-garden-ekely-1942.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07daad9d9c12b480642b	0001cbf7b3--61af07daad9d9c12b480642b	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-day-after-1895.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07daad9d9c12b480642b	0001cbf7b3--61af07daad9d9c12b480642b	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/spring-plowing-1916.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07daad9d9c12b480642b	0001cbf7b3--61af07daad9d9c12b480642b	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/night-1890.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07daad9d9c12b480642b	0001cbf7b3--61af07daad9d9c12b480642b	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/separation-1894.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07dfec7c4619a7c6de3c	0001cbf7b3--61af07dfec7c4619a7c6de3c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/from-thuringewald-1905.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07dfec7c4619a7c6de3c	0001cbf7b3--61af07dfec7c4619a7c6de3c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/death-in-the-sickroom-1893.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07dfec7c4619a7c6de3c	0001cbf7b3--61af07dfec7c4619a7c6de3c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/eye-in-eye-1894.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07dfec7c4619a7c6de3c	0001cbf7b3--61af07dfec7c4619a7c6de3c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/jurisprudence-1887.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07dfec7c4619a7c6de3c	0001cbf7b3--61af07dfec7c4619a7c6de3c	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/night-1890.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e0336bb66032ba3307	0001cbf7b3--61af07e0336bb66032ba3307	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/spring-plowing-1916.jpg	awe				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e0336bb66032ba3307	0001cbf7b3--61af07e0336bb66032ba3307	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-day-after-1895.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e0336bb66032ba3307	0001cbf7b3--61af07e0336bb66032ba3307	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/self-portrait-in-the-garden-ekely-1942.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e0336bb66032ba3307	0001cbf7b3--61af07e0336bb66032ba3307	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-scream-1893-1.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e0336bb66032ba3307	0001cbf7b3--61af07e0336bb66032ba3307	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/from-thuringewald-1905.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e28fc92d43c057c974	0001cbf7b3--61af07e28fc92d43c057c974	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/eye-in-eye-1894.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e28fc92d43c057c974	0001cbf7b3--61af07e28fc92d43c057c974	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/separation-1894.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e28fc92d43c057c974	0001cbf7b3--61af07e28fc92d43c057c974	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/death-in-the-sickroom-1893.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e28fc92d43c057c974	0001cbf7b3--61af07e28fc92d43c057c974	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/jurisprudence-1887.jpg	awe				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e28fc92d43c057c974	0001cbf7b3--61af07e28fc92d43c057c974	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/jurisprudence-1887.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/from-thuringewald-1905.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/separation-1894.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/death-in-the-sickroom-1893.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/eye-in-eye-1894.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	0001cbf7b3--61af07e81d7fbd5ee3b8d9b2	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-scream-1893-1.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07e964610d607e35227f	0001cbf7b3--61af07e964610d607e35227f	+	
